invoice_number,invoice_date,product1_name,product1_price,product2_name,product2_price,product3_name,product3_price,product4_name,product4_price,pos_number,dept_location,pincode
INV-100232,2026-08-21,Soap,46282,Laptop,41297,Shampoo,51860,Mouse,74774,POS-06,Personal Care,461746
INV-100233,2026-08-22,Backpack,52488,Charger,48295,Shampoo,69954,Keyboard,30142,POS-02,Stationery,461277
INV-100234,2026-08-23,Water Bottle,35605,Headphones,48504,Laptop,1572,Mouse,33741,POS-14,Accessories,467801
INV-100235,2026-08-24,USB Cable,56109,Shampoo,37188,Office Chair,71953,Water Bottle,73415,POS-20,Electronics,466641
INV-100236,2026-08-25,Mouse,20390,Water Bottle,77033,Laptop,6900,Shampoo,21425,POS-17,Electronics,465518
INV-100237,2026-08-26,Face Wash,9124,Mouse,43642,Headphones,47094,Laptop,8620,POS-12,Personal Care,460292
INV-100238,2026-08-27,Keyboard,57915,Water Bottle,46512,Headphones,78848,Power Bank,49294,POS-13,Personal Care,461709
INV-100239,2026-08-28,Soap,34882,Laptop,16082,Body Lotion,55917,Power Bank,14665,POS-11,Home,468059
INV-100240,2026-08-29,Desk Lamp,54652,Water Bottle,26419,Backpack,59185,Power Bank,11377,POS-19,Office,464694
INV-100241,2026-08-30,Face Wash,69137,Tablet,30852,Headphones,11429,Laptop,75935,POS-16,Office,464982
INV-100242,2026-08-31,Keyboard,25479,Tablet,6704,Soap,9682,Notebook,38283,POS-08,Electronics,469658
INV-100243,2026-09-01,Body Lotion,38227,Backpack,76175,Laptop,18176,Shampoo,42391,POS-16,Accessories,468814
INV-100244,2026-09-02,Smartphone,27675,Body Lotion,13774,Backpack,5184,Shampoo,71211,POS-13,Stationery,461096
INV-100245,2026-09-03,Charger,45140,Soap,52400,Headphones,58110,Monitor,4195,POS-13,Electronics,462986
INV-100246,2026-09-04,Tablet,12286,Laptop,73416,Office Chair,40142,Shampoo,25165,POS-11,Stationery,461159
INV-100247,2026-09-05,Water Bottle,70616,Backpack,77257,Monitor,28354,Office Chair,27978,POS-07,Office,466836
INV-100248,2026-09-06,Notebook,26850,USB Cable,46742,Desk Lamp,7289,Shampoo,57051,POS-20,Accessories,468373
INV-100249,2026-09-07,Smartphone,18528,Laptop,65975,Pen Set,12235,Backpack,20654,POS-15,Stationery,469712
INV-100250,2026-09-08,Laptop,16167,Keyboard,28874,USB Cable,30703,Notebook,60603,POS-07,Electronics,461560
INV-100251,2026-09-09,Soap,12275,Office Chair,65868,USB Cable,13751,Desk Lamp,67724,POS-16,Office,460134
INV-100252,2026-09-10,Office Chair,23542,Notebook,74477,Keyboard,55306,Mouse,42082,POS-03,Home,468742
INV-100253,2026-09-11,Backpack,50354,Mouse,50214,Power Bank,18447,Monitor,7496,POS-12,Accessories,461545
INV-100254,2026-09-12,Shampoo,38432,Backpack,71442,Laptop,5853,USB Cable,37212,POS-10,Home,469193
INV-100255,2026-09-13,Office Chair,42274,Body Lotion,71187,Tablet,39305,Mouse,60061,POS-05,Accessories,462234
INV-100256,2026-09-14,Headphones,60526,Tablet,27362,Desk Lamp,65207,Face Wash,15735,POS-13,Personal Care,465572
INV-100257,2026-09-15,Pen Set,17000,Office Chair,46351,Laptop,9754,Desk Lamp,63053,POS-09,Stationery,460178
INV-100258,2026-09-16,USB Cable,18035,Laptop,24382,Keyboard,1758,Shampoo,12411,POS-18,Personal Care,467866
INV-100259,2026-09-17,Desk Lamp,62551,Headphones,981,Power Bank,15223,Office Chair,79870,POS-20,Office,464742
INV-100260,2026-09-18,Soap,54647,Face Wash,78655,Backpack,5572,Shampoo,71183,POS-15,Home,461177
INV-100261,2026-09-19,Monitor,47886,Keyboard,58232,Soap,15589,USB Cable,26026,POS-05,Home,464644
INV-100262,2026-09-20,Water Bottle,42657,Laptop,62676,Pen Set,31349,Office Chair,76994,POS-14,Electronics,461046
INV-100263,2026-09-21,USB Cable,63611,Office Chair,48368,Backpack,10113,Keyboard,34935,POS-04,Stationery,464422
INV-100264,2026-09-22,Monitor,64023,Shampoo,76400,Mouse,36703,Soap,34260,POS-01,Accessories,465654
INV-100265,2026-09-23,Keyboard,24432,Notebook,22738,Desk Lamp,35033,Smartphone,19690,POS-06,Home,464782
INV-100266,2026-09-24,USB Cable,5043,Tablet,32444,Charger,8441,Monitor,19279,POS-01,Personal Care,464278
INV-100267,2026-09-25,Water Bottle,50920,Soap,2948,Body Lotion,42189,Pen Set,22875,POS-17,Personal Care,463012
INV-100268,2026-09-26,Charger,44411,Body Lotion,31141,Soap,64070,Desk Lamp,45227,POS-16,Accessories,469301
INV-100269,2026-09-27,Office Chair,59152,Backpack,39209,Charger,8823,Headphones,11383,POS-05,Electronics,462550
INV-100270,2026-09-28,USB Cable,72260,Power Bank,63429,Mouse,12908,Notebook,33472,POS-16,Home,462477
INV-100271,2026-09-29,Monitor,38151,Pen Set,47353,Headphones,41639,Mouse,45911,POS-11,Accessories,467633
INV-100272,2026-09-30,Backpack,62509,USB Cable,16655,Headphones,18783,Smartphone,66623,POS-05,Electronics,466762
INV-100273,2026-10-01,Water Bottle,26341,Soap,65118,Headphones,24538,Mouse,64327,POS-02,Personal Care,466448
INV-100274,2026-10-02,Smartphone,23547,Keyboard,12476,Water Bottle,42340,USB Cable,65973,POS-09,Stationery,465612
INV-100275,2026-10-03,Monitor,58491,Pen Set,65006,USB Cable,57785,Headphones,52758,POS-05,Electronics,462301
INV-100276,2026-10-04,Soap,32187,Laptop,13857,Headphones,9816,Face Wash,24036,POS-04,Stationery,463212
INV-100277,2026-10-05,Water Bottle,38907,USB Cable,60276,Smartphone,27733,Desk Lamp,44691,POS-01,Accessories,469862
INV-100278,2026-10-06,Power Bank,45430,Smartphone,36561,Headphones,29907,Office Chair,44804,POS-18,Personal Care,465775
INV-100279,2026-10-07,Laptop,76131,Notebook,32678,Soap,70910,Headphones,30039,POS-04,Personal Care,463755
INV-100280,2026-10-08,Notebook,47530,Soap,9504,Smartphone,27818,Headphones,54978,POS-20,Home,467868
INV-100281,2026-10-09,Keyboard,40784,Water Bottle,1599,Charger,45930,Office Chair,38305,POS-17,Office,465709
INV-100282,2026-10-10,Tablet,30229,Shampoo,10549,Water Bottle,13194,USB Cable,18294,POS-01,Home,461371
INV-100283,2026-10-11,USB Cable,31030,Keyboard,19845,Backpack,40552,Mouse,79184,POS-10,Home,469332
INV-100284,2026-10-12,Power Bank,22632,Face Wash,20070,Desk Lamp,72916,Mouse,46289,POS-04,Accessories,465175
INV-100285,2026-10-13,Shampoo,68102,Mouse,58811,Face Wash,30936,Headphones,9607,POS-13,Stationery,469020
INV-100286,2026-10-14,Pen Set,5744,Water Bottle,15625,Tablet,15410,Keyboard,36833,POS-09,Home,464610
INV-100287,2026-10-15,Desk Lamp,6824,Laptop,65616,Face Wash,43625,Keyboard,54330,POS-16,Home,465197
INV-100288,2026-10-16,Soap,4912,Tablet,68553,Backpack,22959,Keyboard,20592,POS-06,Stationery,462200
INV-100289,2026-10-17,Soap,38561,Shampoo,68128,USB Cable,46104,Tablet,29021,POS-16,Personal Care,461733
INV-100290,2026-10-18,Mouse,40102,Shampoo,1106,Desk Lamp,40944,Notebook,62281,POS-16,Stationery,465438
INV-100291,2026-10-19,Power Bank,19089,Keyboard,48828,Notebook,58025,USB Cable,20519,POS-18,Electronics,466563
INV-100292,2026-10-20,Power Bank,66211,Notebook,68416,Headphones,35633,USB Cable,71108,POS-20,Office,468816
INV-100293,2026-10-21,Face Wash,34717,Headphones,37474,Body Lotion,38671,Backpack,57895,POS-10,Home,462649
INV-100294,2026-10-22,Tablet,29784,Soap,12574,Notebook,1581,Power Bank,52625,POS-02,Home,469270
INV-100295,2026-10-23,Tablet,65001,Power Bank,4603,Desk Lamp,7309,Body Lotion,78145,POS-08,Electronics,466550
INV-100296,2026-10-24,Notebook,45862,Backpack,57319,Office Chair,36320,Headphones,56120,POS-03,Stationery,465562
INV-100297,2026-10-25,Smartphone,13662,Shampoo,2831,Desk Lamp,66152,Notebook,6990,POS-07,Office,460254
INV-100298,2026-10-26,USB Cable,43932,Backpack,866,Monitor,42481,Body Lotion,29035,POS-05,Personal Care,467791
INV-100299,2026-10-27,Headphones,13397,Keyboard,53713,Charger,77564,Smartphone,66985,POS-07,Office,464843
INV-100300,2026-10-28,Face Wash,30543,USB Cable,6960,Desk Lamp,7730,Pen Set,63718,POS-19,Personal Care,468715
INV-100301,2026-10-29,Keyboard,75165,Notebook,21211,Mouse,19823,Headphones,58879,POS-17,Electronics,463790
INV-100302,2026-10-30,Water Bottle,57667,Office Chair,45774,Monitor,24941,Desk Lamp,3962,POS-12,Accessories,460700
INV-100303,2026-10-31,USB Cable,36275,Pen Set,45765,Mouse,26036,Tablet,35131,POS-02,Home,462233
INV-100304,2026-11-01,USB Cable,69615,Smartphone,18574,Soap,64173,Body Lotion,45691,POS-19,Personal Care,469395
INV-100305,2026-11-02,Shampoo,45323,Pen Set,75156,Desk Lamp,74695,Monitor,14102,POS-13,Personal Care,460017
INV-100306,2026-11-03,Soap,57554,Water Bottle,21566,Notebook,31605,Tablet,9924,POS-02,Electronics,469246
INV-100307,2026-11-04,Notebook,33520,Body Lotion,55667,Laptop,11634,Headphones,8771,POS-08,Accessories,466352
INV-100308,2026-11-05,Smartphone,13826,USB Cable,4063,Notebook,379,Keyboard,25657,POS-05,Personal Care,461421
INV-100309,2026-11-06,Headphones,29535,Laptop,48578,Body Lotion,61017,Keyboard,9625,POS-13,Accessories,468948
INV-100310,2026-11-07,Power Bank,61105,Monitor,44406,USB Cable,44950,Charger,22460,POS-08,Stationery,469706
INV-100311,2026-11-08,Soap,20517,Power Bank,25643,Mouse,65071,Water Bottle,30967,POS-04,Office,465507
INV-100312,2026-11-09,Headphones,24753,Monitor,51766,Office Chair,25648,Face Wash,66033,POS-09,Accessories,468126
INV-100313,2026-11-10,Office Chair,43758,Body Lotion,53793,Notebook,1837,Desk Lamp,42992,POS-20,Home,461449
INV-100314,2026-11-11,Power Bank,20886,Body Lotion,37394,Laptop,53658,Soap,29656,POS-13,Personal Care,467862
INV-100315,2026-11-12,Face Wash,18316,Power Bank,52307,Smartphone,56266,Backpack,61442,POS-02,Electronics,463834
INV-100316,2026-11-13,Smartphone,17034,Shampoo,13793,Office Chair,11122,Power Bank,13809,POS-05,Office,469028
INV-100317,2026-11-14,Headphones,69589,Office Chair,48720,USB Cable,49232,Power Bank,29215,POS-17,Home,467805
INV-100318,2026-11-15,Smartphone,42024,Charger,3850,Power Bank,44509,Tablet,5012,POS-05,Electronics,462290
INV-100319,2026-11-16,Charger,60258,Soap,3441,Keyboard,40449,Face Wash,30545,POS-02,Home,464180
INV-100320,2026-11-17,Body Lotion,50429,Tablet,61766,Office Chair,9941,Face Wash,64754,POS-19,Personal Care,465373
INV-100321,2026-11-18,Tablet,26045,Office Chair,43080,Monitor,23351,Water Bottle,30675,POS-10,Electronics,465783
INV-100322,2026-11-19,Backpack,45189,Pen Set,78282,Face Wash,27120,Mouse,52881,POS-12,Office,465088
INV-100323,2026-11-20,Soap,12484,Laptop,65869,Shampoo,65918,Power Bank,29185,POS-18,Personal Care,462065
INV-100324,2026-11-21,Pen Set,33506,Laptop,22232,Headphones,65097,Shampoo,247,POS-15,Accessories,467673
INV-100325,2026-11-22,Power Bank,27647,Headphones,49757,USB Cable,24383,Tablet,53468,POS-11,Stationery,469608
INV-100326,2026-11-23,Body Lotion,36223,Water Bottle,63328,USB Cable,21556,Office Chair,9214,POS-17,Stationery,467032
INV-100327,2026-11-24,Charger,30294,Water Bottle,28539,Headphones,9256,Body Lotion,75971,POS-05,Stationery,466913
INV-100328,2026-11-25,Backpack,48563,Smartphone,20628,Shampoo,74767,Charger,62613,POS-20,Personal Care,467596
INV-100329,2026-11-26,USB Cable,61076,Tablet,60068,Charger,33883,Keyboard,47866,POS-01,Stationery,466958
INV-100330,2026-11-27,Power Bank,37703,Charger,17867,Mouse,15850,Soap,74493,POS-16,Home,466826
INV-100331,2026-11-28,Face Wash,29317,Desk Lamp,68962,Water Bottle,15703,Notebook,51996,POS-17,Electronics,463595
INV-100332,2026-11-29,Pen Set,64997,Desk Lamp,20638,Shampoo,60699,Charger,62392,POS-14,Stationery,465446
INV-100333,2026-11-30,Office Chair,12249,Tablet,65370,Power Bank,63643,Desk Lamp,65391,POS-16,Office,461866
INV-100334,2026-12-01,Desk Lamp,34385,Pen Set,60601,USB Cable,6731,Monitor,33531,POS-15,Electronics,460467
INV-100335,2026-12-02,Power Bank,20941,Tablet,50751,Face Wash,59476,Mouse,32872,POS-03,Stationery,462279
INV-100336,2026-12-03,Tablet,21315,Body Lotion,75582,Mouse,51531,Pen Set,10208,POS-17,Stationery,460733
INV-100337,2026-12-04,Pen Set,6261,Water Bottle,24345,Face Wash,14310,Monitor,43657,POS-10,Office,463503
INV-100338,2026-12-05,Body Lotion,18335,Power Bank,75831,Smartphone,66240,Desk Lamp,56612,POS-12,Accessories,465684
INV-100339,2026-12-06,Water Bottle,28622,Smartphone,44035,Laptop,30789,Keyboard,58001,POS-18,Stationery,464247
INV-100340,2026-12-07,Charger,63190,Pen Set,77295,Laptop,30004,Tablet,56382,POS-05,Stationery,466588
INV-100341,2026-12-08,Soap,25231,Notebook,43766,Water Bottle,23158,Shampoo,67627,POS-04,Office,464375
INV-100342,2026-12-09,Notebook,75942,Face Wash,583,USB Cable,49015,Headphones,69137,POS-02,Office,460608
INV-100343,2026-12-10,Headphones,64104,Shampoo,59552,Pen Set,20856,Keyboard,14287,POS-05,Stationery,464235
INV-100344,2026-12-11,Shampoo,7791,Smartphone,57215,Backpack,71619,Water Bottle,29948,POS-07,Accessories,463368
INV-100345,2026-12-12,Charger,74913,Backpack,17513,Power Bank,52107,Soap,44527,POS-17,Accessories,467660
INV-100346,2026-12-13,Headphones,71672,Backpack,76227,Smartphone,1543,Laptop,28201,POS-12,Personal Care,461676
INV-100347,2026-12-14,Water Bottle,59815,Shampoo,66514,Laptop,4257,Body Lotion,28177,POS-02,Accessories,460243
INV-100348,2026-12-15,Shampoo,47028,Power Bank,47935,Keyboard,46631,Tablet,49450,POS-01,Office,467159
INV-100349,2026-12-16,Smartphone,56531,USB Cable,15975,Laptop,40982,Water Bottle,4920,POS-13,Personal Care,468014
INV-100350,2026-12-17,Face Wash,3611,Laptop,74064,Shampoo,51689,Monitor,62616,POS-09,Stationery,463964
INV-100351,2026-12-18,Laptop,35271,Soap,42556,Smartphone,67725,Power Bank,31354,POS-12,Accessories,461033
INV-100352,2026-12-19,Face Wash,45470,Smartphone,64548,Headphones,11111,Power Bank,71627,POS-18,Stationery,467867
INV-100353,2026-12-20,Water Bottle,67613,Office Chair,54577,Monitor,10592,Headphones,50520,POS-11,Office,462190
INV-100354,2026-12-21,Power Bank,67318,Backpack,31340,Keyboard,7603,Tablet,51902,POS-03,Electronics,469769
INV-100355,2026-12-22,Office Chair,21488,Headphones,27918,USB Cable,29008,Keyboard,69351,POS-10,Electronics,467818
INV-100356,2026-12-23,Desk Lamp,13538,Notebook,24468,Charger,41857,USB Cable,37933,POS-16,Electronics,467351
INV-100357,2026-12-24,Keyboard,77688,Tablet,5912,Backpack,1923,Smartphone,6996,POS-04,Electronics,460345
INV-100358,2026-12-25,Power Bank,62260,Smartphone,43349,Headphones,56125,Pen Set,14105,POS-12,Stationery,464338
INV-100359,2026-12-26,Smartphone,76305,Pen Set,11122,Desk Lamp,28746,USB Cable,59127,POS-09,Electronics,466466
INV-100360,2026-12-27,Headphones,60684,Soap,66107,USB Cable,39261,Tablet,53144,POS-06,Personal Care,464035
INV-100361,2026-12-28,USB Cable,54481,Water Bottle,34022,Mouse,60730,Backpack,41860,POS-10,Home,461296
INV-100362,2026-12-29,Office Chair,33326,Desk Lamp,29882,Monitor,67856,Power Bank,17876,POS-01,Home,460524
INV-100363,2026-12-30,Monitor,34409,Office Chair,72273,Keyboard,55593,Face Wash,39457,POS-14,Office,464974
INV-100364,2026-12-31,Body Lotion,24947,Laptop,39948,Power Bank,60333,Smartphone,59203,POS-17,Home,462889
INV-100365,2026-01-01,Body Lotion,39569,Laptop,79960,Mouse,73358,USB Cable,62406,POS-10,Office,464471
INV-100366,2026-01-02,Charger,52409,Desk Lamp,18740,Headphones,35709,Pen Set,38927,POS-03,Home,460385
INV-100367,2026-01-03,Mouse,33937,Monitor,78461,Tablet,65670,Office Chair,73719,POS-01,Office,463235
INV-100368,2026-01-04,Headphones,10657,USB Cable,28945,Monitor,79877,Laptop,19812,POS-04,Office,460418
INV-100369,2026-01-05,Tablet,51900,Desk Lamp,51245,USB Cable,78787,Office Chair,9535,POS-11,Personal Care,469256
INV-100370,2026-01-06,Desk Lamp,74566,Laptop,78669,Keyboard,17707,Smartphone,7533,POS-13,Stationery,467304
INV-100371,2026-01-07,Backpack,26972,USB Cable,75773,Smartphone,68930,Shampoo,48226,POS-12,Accessories,461965
INV-100372,2026-01-08,Office Chair,66699,Headphones,66984,Power Bank,58412,USB Cable,24421,POS-06,Electronics,467598
INV-100373,2026-01-09,Desk Lamp,55964,Charger,34335,Body Lotion,47769,Monitor,35291,POS-14,Accessories,467513
INV-100374,2026-01-10,Desk Lamp,11171,Office Chair,54120,Pen Set,47848,Mouse,44062,POS-09,Personal Care,461116
INV-100375,2026-01-11,Headphones,11392,Smartphone,18226,Notebook,78772,Charger,821,POS-03,Stationery,469068
INV-100376,2026-01-12,USB Cable,69615,Soap,39535,Keyboard,57297,Laptop,39746,POS-04,Stationery,463876
INV-100377,2026-01-13,Headphones,13898,Pen Set,8943,Desk Lamp,13440,Monitor,57068,POS-03,Home,468040
INV-100378,2026-01-14,Keyboard,28902,Backpack,72250,Water Bottle,76060,Office Chair,69454,POS-17,Accessories,463760
INV-100379,2026-01-15,Tablet,49385,Headphones,77283,Smartphone,67253,Water Bottle,64864,POS-01,Personal Care,467503
INV-100380,2026-01-16,Tablet,59900,Soap,73753,Backpack,27120,Office Chair,14122,POS-04,Stationery,462937
INV-100381,2026-01-17,Desk Lamp,59797,Monitor,68127,Mouse,79167,Headphones,70002,POS-07,Accessories,467922
INV-100382,2026-01-18,Charger,76049,Monitor,51515,Laptop,74333,Desk Lamp,24786,POS-08,Personal Care,462717
INV-100383,2026-01-19,Tablet,74727,Notebook,15419,Headphones,61103,Office Chair,75463,POS-04,Home,463439
INV-100384,2026-01-20,Mouse,64665,Water Bottle,24062,Shampoo,3170,USB Cable,79720,POS-10,Home,464956
INV-100385,2026-01-21,USB Cable,60109,Monitor,55061,Pen Set,65814,Water Bottle,52347,POS-15,Stationery,460369
INV-100386,2026-01-22,Notebook,6416,Desk Lamp,3068,Office Chair,32776,Water Bottle,77840,POS-09,Office,469566
INV-100387,2026-01-23,Face Wash,14287,Laptop,10535,Monitor,78183,Smartphone,55134,POS-14,Stationery,468466
INV-100388,2026-01-24,Headphones,59855,Desk Lamp,44703,Laptop,8441,Shampoo,65868,POS-14,Personal Care,466834
INV-100389,2026-01-25,Water Bottle,48849,Monitor,45647,Face Wash,50735,USB Cable,79003,POS-19,Stationery,461885
INV-100390,2026-01-26,Face Wash,34086,Office Chair,19800,Desk Lamp,52763,Monitor,25733,POS-15,Electronics,465299
INV-100391,2026-01-27,Soap,25782,Power Bank,36520,Notebook,27726,USB Cable,18951,POS-12,Electronics,465518
INV-100392,2026-01-28,Keyboard,78484,USB Cable,6320,Smartphone,23092,Soap,73790,POS-07,Stationery,461804
INV-100393,2026-01-29,Headphones,5901,Pen Set,32281,Mouse,36677,USB Cable,19095,POS-07,Electronics,461951
INV-100394,2026-01-30,Backpack,73436,Desk Lamp,61962,Shampoo,48466,Power Bank,17216,POS-19,Office,463116
INV-100395,2026-01-31,Water Bottle,8302,Office Chair,11318,Mouse,40650,Desk Lamp,50939,POS-18,Home,468491
INV-100396,2026-02-01,Office Chair,45909,Soap,51651,Mouse,27244,Desk Lamp,65543,POS-20,Personal Care,467532
INV-100397,2026-02-02,Monitor,18953,Laptop,42535,Keyboard,19517,Notebook,17848,POS-07,Stationery,461617
INV-100398,2026-02-03,Soap,63117,Backpack,46934,Shampoo,22371,Smartphone,60141,POS-05,Stationery,466028
INV-100399,2026-02-04,Laptop,24401,Water Bottle,46892,Mouse,23921,Face Wash,31885,POS-05,Stationery,467579
INV-100400,2026-02-05,Backpack,65089,Body Lotion,60876,Power Bank,57888,Water Bottle,47306,POS-17,Office,465515
INV-100401,2026-02-06,Notebook,69059,Shampoo,71266,Body Lotion,29493,Mouse,72179,POS-13,Accessories,465339
INV-100402,2026-02-07,Power Bank,8530,Monitor,1406,Body Lotion,26206,Laptop,67890,POS-06,Accessories,461672
INV-100403,2026-02-08,Monitor,3418,Charger,14080,Office Chair,17813,Mouse,17289,POS-20,Accessories,460898
INV-100404,2026-02-09,Notebook,41351,USB Cable,10483,Backpack,50554,Pen Set,37892,POS-02,Electronics,466840
INV-100405,2026-02-10,Body Lotion,32476,Pen Set,7344,Shampoo,51696,Power Bank,50627,POS-13,Personal Care,467865
INV-100406,2026-02-11,Smartphone,55712,Desk Lamp,63628,Body Lotion,76374,Shampoo,12972,POS-03,Personal Care,462676
INV-100407,2026-02-12,Notebook,79487,Power Bank,18851,Keyboard,5924,Mouse,50951,POS-01,Personal Care,463251
INV-100408,2026-02-13,Soap,59695,Laptop,66621,Headphones,44975,Backpack,57612,POS-03,Accessories,465821
INV-100409,2026-02-14,Notebook,7197,Monitor,37064,Backpack,54465,Shampoo,53023,POS-18,Electronics,469999
INV-100410,2026-02-15,Power Bank,20824,USB Cable,67204,Desk Lamp,34192,Soap,25353,POS-09,Electronics,464761
INV-100411,2026-02-16,Smartphone,46080,Face Wash,17050,Laptop,29736,Water Bottle,74849,POS-16,Personal Care,464451
INV-100412,2026-02-17,Pen Set,48256,Face Wash,70890,Smartphone,47352,Soap,5775,POS-12,Stationery,468158
INV-100413,2026-02-18,Desk Lamp,4243,Charger,24280,Notebook,2643,Tablet,8982,POS-02,Personal Care,461800
INV-100414,2026-02-19,Pen Set,53130,Soap,37143,Backpack,52906,USB Cable,15043,POS-19,Stationery,467511
INV-100415,2026-02-20,Water Bottle,36190,Backpack,46320,Shampoo,61580,USB Cable,15704,POS-20,Home,464968
INV-100416,2026-02-21,Monitor,57027,Face Wash,47863,Tablet,38861,USB Cable,58389,POS-17,Stationery,465537
INV-100417,2026-02-22,Smartphone,36613,Keyboard,13941,Office Chair,45171,Mouse,15262,POS-09,Accessories,468155
INV-100418,2026-02-23,Mouse,45590,Tablet,50009,Soap,52909,Pen Set,41337,POS-09,Electronics,467482
INV-100419,2026-02-24,Mouse,39503,USB Cable,11366,Face Wash,13342,Laptop,24619,POS-19,Electronics,462655
INV-100420,2026-02-25,Keyboard,44258,Tablet,24598,USB Cable,9171,Monitor,43234,POS-16,Home,468135
INV-100421,2026-02-26,Charger,21883,Desk Lamp,22857,Keyboard,19732,Headphones,76725,POS-09,Accessories,467328
INV-100422,2026-02-27,Face Wash,20039,Smartphone,54640,Laptop,21317,Mouse,6107,POS-13,Home,460484
INV-100423,2026-02-28,Backpack,39193,Tablet,15520,Mouse,77766,Monitor,1023,POS-02,Stationery,466724
INV-100424,2026-03-01,Notebook,41673,Desk Lamp,34004,Pen Set,76305,Backpack,56840,POS-07,Home,460359
INV-100425,2026-03-02,Laptop,45722,Keyboard,79604,Pen Set,9548,Water Bottle,9552,POS-01,Electronics,467436
INV-100426,2026-03-03,Laptop,75885,Water Bottle,57794,Monitor,11580,USB Cable,52860,POS-20,Accessories,463447
INV-100427,2026-03-04,Body Lotion,20327,Laptop,31583,Charger,29487,Notebook,44183,POS-14,Office,460389
INV-100428,2026-03-05,Desk Lamp,30928,Tablet,56263,Water Bottle,67703,Office Chair,4356,POS-10,Home,463487
INV-100429,2026-03-06,Office Chair,14062,Shampoo,24243,Keyboard,415,Headphones,1557,POS-08,Stationery,467746
INV-100430,2026-03-07,Smartphone,255,Water Bottle,38595,Power Bank,24819,Desk Lamp,34034,POS-06,Personal Care,468397
INV-100431,2026-03-08,Soap,4857,Office Chair,47003,Tablet,78115,Smartphone,21444,POS-09,Electronics,468889
INV-100432,2026-03-09,USB Cable,14215,Headphones,25528,Laptop,66570,Power Bank,58869,POS-20,Home,462702
INV-100433,2026-03-10,Notebook,4451,Water Bottle,3275,Tablet,50330,Desk Lamp,56288,POS-10,Electronics,464751
INV-100434,2026-03-11,Body Lotion,11931,Shampoo,48303,Mouse,41207,Laptop,10815,POS-09,Stationery,468425
INV-100435,2026-03-12,Laptop,55342,USB Cable,73479,Tablet,12135,Charger,11389,POS-11,Home,465864
INV-100436,2026-03-13,Charger,66761,Notebook,17263,USB Cable,27937,Desk Lamp,16001,POS-13,Electronics,469554
INV-100437,2026-03-14,Smartphone,40228,Tablet,50898,Backpack,18557,Notebook,6450,POS-06,Electronics,468338
INV-100438,2026-03-15,Charger,14046,Mouse,33299,Headphones,30914,Power Bank,23348,POS-17,Stationery,468529
INV-100439,2026-03-16,Keyboard,30400,Soap,54726,Water Bottle,34863,Power Bank,49327,POS-13,Stationery,467354
INV-100440,2026-03-17,Body Lotion,34844,Laptop,72129,Pen Set,71219,USB Cable,32812,POS-14,Accessories,461819
INV-100441,2026-03-18,Headphones,33718,Soap,78936,Power Bank,58523,Pen Set,52829,POS-06,Stationery,463175
INV-100442,2026-03-19,Charger,17228,Smartphone,45617,Monitor,15920,USB Cable,26605,POS-02,Stationery,460150
INV-100443,2026-03-20,Face Wash,8337,Monitor,5183,Desk Lamp,5555,Smartphone,52473,POS-16,Accessories,464309
INV-100444,2026-03-21,Water Bottle,44103,Office Chair,30798,Pen Set,30081,Mouse,4270,POS-01,Home,461558
INV-100445,2026-03-22,Power Bank,79288,Monitor,31905,Shampoo,7890,Soap,3778,POS-18,Electronics,462268
INV-100446,2026-03-23,Keyboard,46225,Office Chair,14360,Backpack,1270,Charger,16885,POS-12,Home,464283
INV-100447,2026-03-24,Pen Set,55084,Soap,62567,Water Bottle,18453,Monitor,46825,POS-20,Stationery,465060
INV-100448,2026-03-25,Power Bank,43840,Notebook,34267,Laptop,34484,Desk Lamp,73066,POS-14,Accessories,469595
INV-100449,2026-03-26,Desk Lamp,43020,Tablet,34888,Headphones,40214,Body Lotion,47452,POS-02,Electronics,467672
INV-100450,2026-03-27,Mouse,37418,Shampoo,74655,Office Chair,79639,Tablet,62084,POS-12,Personal Care,464602
INV-100451,2026-03-28,USB Cable,35117,Soap,33913,Body Lotion,24397,Office Chair,28508,POS-16,Office,464460
INV-100452,2026-03-29,Monitor,55882,USB Cable,13410,Body Lotion,35107,Tablet,78359,POS-10,Home,460454
INV-100453,2026-03-30,Power Bank,56858,Pen Set,41001,Headphones,70307,Water Bottle,66709,POS-05,Home,461946
INV-100454,2026-03-31,Power Bank,14638,Notebook,46695,Charger,12631,Body Lotion,40715,POS-02,Electronics,464156
INV-100455,2026-04-01,Laptop,37804,Shampoo,49930,Soap,74590,Face Wash,44989,POS-15,Home,468196
INV-100456,2026-04-02,USB Cable,7038,Body Lotion,9304,Pen Set,29166,Power Bank,65170,POS-14,Accessories,461799
INV-100457,2026-04-03,Smartphone,67767,Notebook,21305,Power Bank,51287,Laptop,30125,POS-08,Electronics,466214
INV-100458,2026-04-04,Pen Set,16202,Smartphone,64197,USB Cable,52107,Face Wash,69228,POS-04,Accessories,468226
INV-100459,2026-04-05,Pen Set,4393,Monitor,52920,Office Chair,25627,Smartphone,72678,POS-15,Accessories,465150
INV-100460,2026-04-06,Notebook,14442,Smartphone,26472,Shampoo,18114,Office Chair,3322,POS-04,Office,469030
INV-100461,2026-04-07,Power Bank,32972,Headphones,22516,Water Bottle,36545,Pen Set,52971,POS-02,Stationery,469392
INV-100462,2026-04-08,Soap,2248,Power Bank,77335,Desk Lamp,43086,Smartphone,70252,POS-04,Accessories,463042
